name,region,serial,rom_name,rom_size,rom_crc,rom_md5,rom_sha1,rom_serial,quantity
09 Chairs (Japan),Japan,SCLX-2004-(8848),,,,,,,0
"18 Wheeler - American Pro Trucker (Europe) (En,Fr,De,Es)",Europe,MK-51064-50,,,,,,,0
18 Wheeler - American Pro Trucker (Japan),Japan,HDR-0080,,,,,,,0
18 Wheeler - American Pro Trucker (USA),USA,51064,,,,,,,0
21 - Two One (Japan),Japan,T-46504M,,,,,,,0
"4 Wheel Thunder (Europe) (En,Fr)",Europe,952-0063-50,,,,,,,0
"4 Wheel Thunder (Europe) (En,Fr)",Europe,T-9706D-50,,,,,,,0
4 Wheel Thunder (USA),USA,T-9708N,,,,,,,0
4x4 Evo (USA),USA,T-41903N,,,,,,,0
"90 Minutes - Sega Championship Football (Europe) (En,Fr,De,Es,It)",Europe,MK-51190-50,,,,,,,0
AM2 of CRI 2001 New Lineup Movie Collection (Japan),Japan,610-8018,,,,,,,0
Action Replay CDX - Demo Version (UK),,,,,,,,,0
Action Replay CDX Version 3.0 (France),France,HDR-0030,,,,,,,0
Advanced Daisenryaku - Sturm ueber Europa - Der Deutsche Blitzkrieg (Japan),Japan,HDR-0066,,,,,,,0
Advanced Daisenryaku 2001 (Japan),Japan,HDR-0158,,,,,,,0
Aero Dancing - Todoroki Taichou no Himitsu Disc (Japan),Japan,T-6803M,,,,,,,0
Aero Dancing F (Japan),Japan,T-6804M,,,,,,,0
Aero Dancing F (Japan) (Rev A),Japan,T-6808M,,,,,,,0
Aero Dancing F (Japan) (Taikenban),Japan,610-7740,,,,,,,0
Aero Dancing F - Todoroki Tsubasa no Hatsu Hikou (Japan),Japan,T-6805M,,,,,,,0
Aero Dancing featuring Blue Impulse (Japan),Japan,T-6802M,,,,,,,0
Aero Dancing featuring Blue Impulse (Japan) (Tentou Taikenban),Japan,610-7106,,,,,,,0
Aero Dancing i (Japan),Japan,T-6807M,,,,,,,0
Aero Dancing i - Jikai Saku made Matemasen (Japan),Japan,T-6809M,,,,,,,0
Aero to Jet de Dancing! (Japan) (Taikenban Disc),Japan,610-8017,,,,,,,0
"AeroWings (Europe) (En,Fr,De)",Europe,T-40202D-50,,,,,,,0
AeroWings (USA),USA,T-40201N,,,,,,,0
"AeroWings 2 - Airstrike (Europe) (En,De)",Europe,T-40209D-50,,,,,,,0
AeroWings 2 - Airstrike (USA),USA,T-40210N,,,,,,,0
After... Wasureenu Kizuna (Japan),Japan,T-18705M,,,,,,,0
After... Wasureenu Kizuna (Japan),Japan,T-18706M,,,,,,,0
Aikagi - Hidamari to Kanojo no Heyagi (Japan),Japan,T-20131M,,,,,,,0
Air (Japan) (Rev A),Japan,T-20112M,,,,,,,0
AirForce Delta (Japan),Japan,T-9502M,,,,,,,0
AirForce Delta (USA),USA,T-9501N,,,,,,,0
Akihabara Dennou-gumi Pata Pies! (Japan),Japan,HDR-0019,,,,,,,0
Alice Dreams Tournament (USA) (Disc 1),USA,,,,,,,,0
Alice Dreams Tournament (USA) (Disc 2),USA,,,,,,,,0
"Alice Sisters (USA, Japan)",USA,,,,,,,,0
Alien Front Online (USA),USA,51171,,,,,,,0
Alone in the Dark - The New Nightmare (Europe) (Disc 1),Europe,T-15112D-05A,,,,,,,0
Alone in the Dark - The New Nightmare (Europe) (Disc 1),Europe,T-15112D-05A-0,,,,,,,0
Alone in the Dark - The New Nightmare (Europe) (Disc 2),Europe,T-15112D-05B,,,,,,,0
Alone in the Dark - The New Nightmare (Europe) (Disc 2),Europe,T-15112D-05B-1,,,,,,,0
Alone in the Dark - The New Nightmare (France) (Disc 1),France,T-15112D-09A,,,,,,,0
Alone in the Dark - The New Nightmare (France) (Disc 1),France,T-15112D-09A-0,,,,,,,0
Alone in the Dark - The New Nightmare (France) (Disc 2),France,T-15112D-09B,,,,,,,0
Alone in the Dark - The New Nightmare (France) (Disc 2),France,T-15112D-09B-1,,,,,,,0
"Alone in the Dark - The New Nightmare (Germany) (En,De) (Disc 1)",Germany,T-15112D-18A,,,,,,,0
"Alone in the Dark - The New Nightmare (Germany) (En,De) (Disc 1)",Germany,T-15112D-18A-0,,,,,,,0
"Alone in the Dark - The New Nightmare (Germany) (En,De) (Disc 2)",Germany,T-15112D-18B,,,,,,,0
"Alone in the Dark - The New Nightmare (Germany) (En,De) (Disc 2)",Germany,T-15112D-18B-1,,,,,,,0
Alone in the Dark - The New Nightmare (USA) (Disc 1),USA,T-15117N,,,,,,,0
Alone in the Dark - The New Nightmare (USA) (Disc 1),USA,T-15117N-0,,,,,,,0
Alone in the Dark - The New Nightmare (USA) (Disc 2),USA,T-15117N,,,,,,,0
Alone in the Dark - The New Nightmare (USA) (Disc 2),USA,T-15117N-1,,,,,,,0
Angel Present (Japan),Japan,T-20107M,,,,,,,0
Angel Wish - Kimi no Egao ni Chu! (Japan),Japan,T-18712M,,,,,,,0
Animastar (Japan),Japan,T-34101M,,,,,,,0
Ao no 6-gou - Saigetsu Hito o Matazu - Time and Tide (Japan),Japan,HDR-0075,,,,,,,0
"Aqua GT (Europe) (En,Fr,De)",Europe,T-40509D50,,,,,,,0
Armada (USA),USA,T-40301N,,,,,,,0
"Army Men - Sarge's Heroes (Europe) (En,Fr,De,Es,It)",Europe,T-9708D-50,,,,,,,0
Army Men - Sarge's Heroes (USA),USA,T-9715N,,,,,,,0
Atari Anniversary Edition (USA),USA,T-15130N,,,,,,,0
Atsumare! Guru Guru Onsen (Japan),Japan,HDR-0015,,,,,,,0
Atsumare! Guru Guru Onsen (Japan) (Demo 1),Japan,610-7187,,,,,,,0
Atsumare! Guru Guru Onsen (Japan) (Demo 2),Japan,610-7351,,,,,,,0
Atsumare! Guru Guru Onsen BB (Japan),Japan,HDR-0121,,,,,,,0
Atsumare! Guru Guru Onsen BB (Japan) (Rev A),Japan,HDR-0121,,,,,,,0
Bakumatsu Roman Daini Maku - Gekka no Kenshi - Final Edition (Japan),Japan,T-3107M,,,,,,,0
Bakumatsu Roman Daini Maku - Gekka no Kenshi - Final Edition (Japan),Japan,T-47301M,,,,,,,0
Bakuretsu Muteki Bangaioh (Japan),Japan,T-38702M,,,,,,,0
Baldr Force EXE (Japan),Japan,T-47110M,,,,,,,0
"Bang! Gunship Elite (USA) (En,Fr,De)",USA,T-44102N,,,,,,,0
"Bangai-O (Europe) (En,Fr,De)",Europe,T-7011D-50,,,,,,,0
Bangai-O (USA),USA,T-40217N,,,,,,,0
Bass Rush Dream - EcoGear PowerWorm Championship (Japan),Japan,T-5801M,,,,,,,0
Battle Beaster (Japan),Japan,T-43801M,,,,,,,0
"Battle Crust (USA, Japan)",USA,,,,,,,,0
Berserk - Millennium Falcon-hen - Wasurebana no Shou (Japan),Japan,T-2101M,,,,,,,0
Berserk - Millennium Falcon-hen - Wasurebana no Shou (Japan) (Taikenban),Japan,610-7370,,,,,,,0
BikkuriMan 2000 - Viva! Festiva! (Japan),Japan,T-41801M,,,,,,,0
Biohazard - Code - Veronica (Japan) (Disc 1),Japan,T-1207M,,,,,,,0
Biohazard - Code - Veronica (Japan) (Disc 1),Japan,T-1207M-0,,,,,,,0
Biohazard - Code - Veronica (Japan) (Disc 1) (Genteiban),Japan,T-1210M,,,,,,,0
Biohazard - Code - Veronica (Japan) (Disc 1) (Genteiban),Japan,T-1210M-0,,,,,,,0
Biohazard - Code - Veronica (Japan) (Disc 2),Japan,T-1207M,,,,,,,0
Biohazard - Code - Veronica (Japan) (Disc 2),Japan,T-1207M-1,,,,,,,0
Biohazard - Code - Veronica (Japan) (Disc 2) (Genteiban),Japan,T-1210M,,,,,,,0
Biohazard - Code - Veronica (Japan) (Disc 2) (Genteiban),Japan,T-1210M-1,,,,,,,0
Biohazard - Code - Veronica (Japan) (Tentou-you Demo Movie),Japan,610-7724,,,,,,,0
Biohazard - Code - Veronica - Kanzenban (Japan) (Disc 1),Japan,T-1240M,,,,,,,0
Biohazard - Code - Veronica - Kanzenban (Japan) (Disc 1),Japan,T-1240M-0,,,,,,,0
Biohazard - Code - Veronica - Kanzenban (Japan) (Disc 2),Japan,T-1240M,,,,,,,0
Biohazard - Code - Veronica - Kanzenban (Japan) (Disc 2),Japan,T-1240M-1,,,,,,,0
Biohazard - Code - Veronica - Trial Edition (Japan),Japan,T-1214M,,,,,,,0
Biohazard 2 - Value Plus (Japan) (Disc 1),Japan,T-1214M,,,,,,,0
Biohazard 2 - Value Plus (Japan) (Disc 1),Japan,T-1214M-0,,,,,,,0
Biohazard 2 - Value Plus (Japan) (Disc 2),Japan,T-1214M,,,,,,,0
Biohazard 2 - Value Plus (Japan) (Disc 2),Japan,T-1214M-1,,,,,,,0
Biohazard 3 - Last Escape (Japan),Japan,T-1222M,,,,,,,0
Black-Matrix Advanced (Japan) (Disc 1),Japan,T-20101M,,,,,,,0
Black-Matrix Advanced (Japan) (Disc 1),Japan,T-20101M-0,,,,,,,0
Black-Matrix Advanced (Japan) (Disc 2),Japan,T-20101M,,,,,,,0
Black-Matrix Advanced (Japan) (Disc 2),Japan,T-20101M-1,,,,,,,0
Blue Stinger (Europe),Europe,T-13001D-05,,,,,,,0
Blue Stinger (Europe),Europe,T-13001D-58,,,,,,,0
Blue Stinger (France),France,T-13001D-09,,,,,,,0
"Blue Stinger (Germany) (En,De)",Germany,T-13001D-18,,,,,,,0
Blue Stinger (Japan),Japan,HDR-0003,,,,,,,0
Blue Stinger (USA),USA,T-13001N,,,,,,,0
Blue-Sky-Blue[s] - Sora o Mau Tsubasa (Japan),Japan,T-23204M,,,,,,,0
Bokomu no Tatsujin (Japan),Japan,T-42904M,,,,,,,0
Boku Doraemon (Japan),Japan,T-41802M,,,,,,,0
Boku no Tennis Jinsei (Japan),Japan,T-41202M,,,,,,,0
"Boku to, Bokura no Natsu (Japan)",Japan,T-19717M,,,,,,,0
Bomber Hehhe! (Japan),Japan,T-42903M,,,,,,,0
Bomberman Online (USA),USA,51065,,,,,,,0
Border Down (Japan),Japan,T-46702M,,,,,,,0
Border Down (Japan),Japan,T-46703M,,,,,,,0
Bounty Hunter Sara - Holy Mountain no Teiou (Japan),Japan,T-1243M,,,,,,,0
"Breakers (USA, Japan)",USA,,,,,,,,0
Broadband Passport (Japan),Japan,610-7883,,,,,,,0
"Buggy Heat (Europe) (En,Fr,De,Es)",Europe,MK-54040-50,,,,,,,0
Buggy Heat (Japan),Japan,T-6801M,,,,,,,0
Bust-A-Move 4 (Europe),Europe,T-8109D-50,,,,,,,0
Bust-A-Move 4 (USA),USA,T-8117N,,,,,,,0
CR Hissatsu Shigotonin - Pachitte Chonmage @ VP@CHI (Japan),Japan,T-45801M,,,,,,,0
CSK Kenkouhoken Kumiai Sen'you Dream Passport 3 (Japan),Japan,610-7881,,,,,,,0
Caesars Palace 2000 - Millennium Gold Edition (Europe),Europe,T-12502D-50,,,,,,,0
Caesars Palace 2000 - Millennium Gold Edition (Europe),Europe,T-12502D-83,,,,,,,0
Caesars Palace 2000 - Millennium Gold Edition (USA),USA,T-12504N,,,,,,,0
Cafe Little Wish (Japan),Japan,T-46513M,,,,,,,0
Canary - Kono Omoi o Uta ni Nosete (Japan),Japan,T-20111M,,,,,,,0
Candy Stripe - Minarai Tenshi (Japan),Japan,HDR-0172,,,,,,,0
Cannon Spike (Europe),Europe,T-46601D-50,,,,,,,0
Cannon Spike (USA),USA,T-1215N,,,,,,,0
Canvas - Sepia-iro no Motif (Japan),Japan,T-20108M,,,,,,,0
Capcom Taisen Fan Disc (Japan),Japan,610-8086,,,,,,,0
Capcom vs. SNK (Europe),Europe,T-7017D-50,,,,,,,0
Capcom vs. SNK (USA),USA,T-1218N,,,,,,,0
Capcom vs. SNK - Millennium Fight 2000 (Japan),Japan,T-1217M,,,,,,,0
Capcom vs. SNK - Millennium Fight 2000 (Japan) (Rev A),Japan,T-1217M,,,,,,,0
Capcom vs. SNK - Millennium Fight 2000 (Japan) (Tentou Taikenban),Japan,610-7917,,,,,,,0
Capcom vs. SNK - Millennium Fight 2000 Pro (Japan),Japan,T-1247M,,,,,,,0
Capcom vs. SNK 2 - Millionaire Fighting 2001 (Japan),Japan,T-1249M,,,,,,,0
"Captain Tomaday (USA, Japan)",USA,,,,,,,,0
Card of Destiny - Hikari to Yami no Tougousha (Japan),Japan,T-44405M,,,,,,,0
Cardcaptor Sakura - Tomoyo no Video Daisakusen (Japan),Japan,HDR-0115,,,,,,,0
Cardcaptor Sakura - Tomoyo no Video Daisakusen (Japan),Japan,HDR-0132,,,,,,,0
"Carrier (Europe) (En,Fr,De,Es)",Europe,T-44901D-50,,,,,,,0
Carrier (Japan),Japan,T-5701M,,,,,,,0
Carrier (USA),USA,T-5701N,,,,,,,0
Castle Fantasia - Seima Taisen (Japan),Japan,T-46901M,,,,,,,0
Centipede (USA),USA,T-40602N,,,,,,,0
Championship Surfer (Europe) (Beta),Europe,952-0144-50,,,,,,,0
"Championship Surfer (Europe) (En,Fr,De,Es,It)",Europe,T-41402D-50,,,,,,,0
Championship Surfer (USA),USA,T-41403N,,,,,,,0
Chaos Field (Japan),Japan,T-47801M,,,,,,,0
Charge 'N Blast (Europe),Europe,T-44902D-50,,,,,,,0
Charge 'N Blast (Japan),Japan,T-4402M,,,,,,,0
Charge 'N Blast (USA),USA,T-15127N,,,,,,,0
Cheats 'N Codes Volume 1 (USA),USA,G-20811,,,,,,,0
Checkicco no Miru CD (Japan),Japan,PCCAX-10001,,,,,,,0
Cherry Blossom (Japan),Japan,T-37912M,,,,,,,0
"Chicken Run (Europe) (Fr,De,Es,It)",Europe,T-36814D-87,,,,,,,0
Chicken Run (Japan) (Beta),Japan,,,,,,,,0
Chicken Run (UK),,T-36814D-05,,,,,,,0
Chicken Run (USA),USA,T-36811N,,,,,,,0
Chocolat - Maid Cafe Curio (Japan),Japan,T-47107M,,,,,,,0
Chou Hatsumei Boy Kanipan - Bousou Robot no Nazo! (Japan),Japan,HDR-0021,,,,,,,0
Choukou Senki Kikaioh (Japan),Japan,T-1206M,,,,,,,0
Choukou Senki Kikaioh for Matching Service (Japan),Japan,T-1232M,,,,,,,0
Christmas Seaman - Omoi o Tsutaeru Mou Hitotsu no Houhou (Japan) (Message Disc),Japan,T-39403M,,,,,,,0
Christmas Seaman - Omoi o Tsutaeru Mou Hitotsu no Houhou (Japan) (Present Disc),Japan,T-39403M,,,,,,,0
Chu-Chu Rocket! (Japan),Japan,HDR-0039,,,,,,,0
Chu-Chu Rocket! (Japan) (Taikenban),Japan,610-7384,,,,,,,0
"ChuChu Rocket! (Europe) (En,Ja,Fr,De,Es)",Europe,952-0044-50,,,,,,,0
"ChuChu Rocket! (Europe) (En,Ja,Fr,De,Es)",Europe,MK-51049-50,,,,,,,0
"ChuChu Rocket! (USA) (En,Ja,Fr,De,Es)",USA,51049,,,,,,,0
Cleopatra Fortune (Japan),Japan,T-16603M,,,,,,,0
Climax Landers (Japan),Japan,HDR-0009,,,,,,,0
Climax Landers - Motte ke! Minige Campaign (Japan),Japan,610-7158,,,,,,,0
Close To - Inori no Oka (Japan),Japan,T-19704M,,,,,,,0
Coaster Works (Europe),Europe,T-44903D-50,,,,,,,0
Coaster Works (USA),USA,T-15128N,,,,,,,0
Comic Party (Japan) (Disc 1),Japan,T-38301M,,,,,,,0
Comic Party (Japan) (Disc 1),Japan,T-38301M-0,,,,,,,0
Comic Party (Japan) (Disc 1),Japan,T-38302M,,,,,,,0
Comic Party (Japan) (Disc 1),Japan,T-38302M-0,,,,,,,0
Comic Party (Japan) (Disc 2),Japan,T-38301M,,,,,,,0
Comic Party (Japan) (Disc 2),Japan,T-38301M-1,,,,,,,0
Comic Party (Japan) (Disc 2),Japan,T-38302M,,,,,,,0
Comic Party (Japan) (Disc 2),Japan,T-38302M-1,,,,,,,0
"Confidential Mission (Europe) (En,Ja,Fr,De,Es)",Europe,952-0152-50,,,,,,,0
"Confidential Mission (Europe) (En,Ja,Fr,De,Es)",Europe,MK-51160-50,,,,,,,0
"Confidential Mission (Japan) (En,Ja,Fr,De,Es)",Japan,HDR-0160,,,,,,,0
Confidential Mission (USA),USA,51160,,,,,,,0
"Conflict Zone (Europe) (En,Fr,De)",Europe,952-0179-50,,,,,,,0
"Conflict Zone (Europe) (En,Fr,De)",Europe,T-46603D-50,,,,,,,0
"Conflict Zone (Europe) (En,Fr,De)",Europe,T-46603D-71,,,,,,,0
Conflict Zone (USA),USA,T-17721N,,,,,,,0
Cool Boarders Burrrn! (Japan),Japan,T-36901M,,,,,,,0
Cool Boarders Burrrn! (Japan),Japan,T-36902M,,,,,,,0
Cool Boarders Burrrn! (Japan) (Taikenban),Japan,610-7174,,,,,,,0
Cool Cool Toon (Japan),Japan,T-3106M,,,,,,,0
Cool Cool Toon (Japan) (Tentou-you Taikenban),Japan,610-7877,,,,,,,0
Cool Herders (USA),USA,,,,,,,,0
Cosmic Smash (Japan),Japan,HDR-0176,,,,,,,0
Crazy Taxi (Europe),Europe,MK-51035-50,,,,,,,0
Crazy Taxi (Japan),Japan,HDR-0053,,,,,,,0
Crazy Taxi (USA),USA,51035,,,,,,,0
"Crazy Taxi 2 (Europe) (En,Ja,Fr,De,Es)",Europe,MK-51136-50,,,,,,,0
"Crazy Taxi 2 (Japan) (En,Ja)",Japan,HDR-0159,,,,,,,0
Crazy Taxi 2 (Japan) (Taikenban),Japan,673-02830,,,,,,,0
Crazy Taxi 2 (USA),USA,51136,,,,,,,0
Culdcept II (Japan),Japan,T-43903M,,,,,,,0
Cyber Troopers - Virtual-On - Oratorio Tangram (USA),USA,T-13004N,,,,,,,0
D+Vine [Luv] (Japan),Japan,T-46502M,,,,,,,0
D2 (USA) (Disc 1),USA,51036,,,,,,,0
D2 (USA) (Disc 1),USA,51036-0,,,,,,,0
D2 (USA) (Disc 2),USA,51036,,,,,,,0
D2 (USA) (Disc 2),USA,51036-1,,,,,,,0
D2 (USA) (Disc 3),USA,51036,,,,,,,0
D2 (USA) (Disc 3),USA,51036-2,,,,,,,0
D2 (USA) (Disc 4),USA,51036,,,,,,,0
D2 (USA) (Disc 4),USA,51036-3,,,,,,,0
D2 - D no Shokutaku 2 (Japan) (Disc 1),Japan,T-30004M,,,,,,,0
D2 - D no Shokutaku 2 (Japan) (Disc 1),Japan,T-30004M-0,,,,,,,0
D2 - D no Shokutaku 2 (Japan) (Disc 1),Japan,T-30005M,,,,,,,0
D2 - D no Shokutaku 2 (Japan) (Disc 1),Japan,T-30005M-0,,,,,,,0
D2 - D no Shokutaku 2 (Japan) (Disc 2),Japan,T-30004M,,,,,,,0
D2 - D no Shokutaku 2 (Japan) (Disc 2),Japan,T-30004M-1,,,,,,,0
D2 - D no Shokutaku 2 (Japan) (Disc 2),Japan,T-30005M,,,,,,,0
D2 - D no Shokutaku 2 (Japan) (Disc 2),Japan,T-30005M-1,,,,,,,0
D2 - D no Shokutaku 2 (Japan) (Disc 3),Japan,T-30004M,,,,,,,0
D2 - D no Shokutaku 2 (Japan) (Disc 3),Japan,T-30004M-2,,,,,,,0
D2 - D no Shokutaku 2 (Japan) (Disc 3),Japan,T-30005M,,,,,,,0
D2 - D no Shokutaku 2 (Japan) (Disc 3),Japan,T-30005M-2,,,,,,,0
D2 - D no Shokutaku 2 (Japan) (Disc 4),Japan,T-30004M,,,,,,,0
D2 - D no Shokutaku 2 (Japan) (Disc 4),Japan,T-30004M-3,,,,,,,0
D2 - D no Shokutaku 2 (Japan) (Disc 4),Japan,T-30005M,,,,,,,0
D2 - D no Shokutaku 2 (Japan) (Disc 4),Japan,T-30005M-3,,,,,,,0
D2 - Original Sound Track (Japan) (Disc 2) (MilCD),Japan,FSCA-10113,,,,,,,0
D2 - Original Sound Track (Japan) (Disc 2) (MilCD),Japan,FSCA-10113-1,,,,,,,0
D2 Shock (Japan),Japan,T-30001M,,,,,,,0
DC X-Terminator (Japan),Japan,,,,,,,,0
DC-IE Import Enabler (USA),USA,G-20812SM,,,,,,,0
DC-UA - Dreamcast Universal Adapter (Japan),Japan,,,,,,,,0
Dabitsuku - Derby-ba o Tsukurou! (Japan),Japan,HDR-0084,,,,,,,0
Dabitsuku - Derby-ba o Tsukurou! (Japan) (Taikenban),Japan,610-7875,,,,,,,0
Dabitsuku 2 (Japan),Japan,HDR-0167,,,,,,,0
Dance Dance Revolution - Club Version - Dreamcast Edition (Japan),Japan,T-9508M,,,,,,,0
Dance Dance Revolution 2nd Mix - Dreamcast Edition (Japan),Japan,T-9506M,,,,,,,0
Dancing Blade Katte ni Momotenshi II - Tears of Eden Kanzenban (Japan) (Disc 1),Japan,T-9505M,,,,,,,0
Dancing Blade Katte ni Momotenshi II - Tears of Eden Kanzenban (Japan) (Disc 1),Japan,T-9505M-0,,,,,,,0
Dancing Blade Katte ni Momotenshi II - Tears of Eden Kanzenban (Japan) (Disc 2),Japan,T-9505M,,,,,,,0
Dancing Blade Katte ni Momotenshi II - Tears of Eden Kanzenban (Japan) (Disc 2),Japan,T-9505M-1,,,,,,,0
Dancing Blade Katte ni Momotenshi! Kanzenban (Japan) (Disc 1),Japan,T-9504M,,,,,,,0
Dancing Blade Katte ni Momotenshi! Kanzenban (Japan) (Disc 1),Japan,T-9504M-0,,,,,,,0
Dancing Blade Katte ni Momotenshi! Kanzenban (Japan) (Disc 2),Japan,T-9504M,,,,,,,0
Dancing Blade Katte ni Momotenshi! Kanzenban (Japan) (Disc 2),Japan,T-9504M-1,,,,,,,0
Dave Mirra Freestyle BMX (Europe),Europe,952-0122-50,,,,,,,0
Dave Mirra Freestyle BMX (Europe),Europe,T-8120D-18,,,,,,,0
Dave Mirra Freestyle BMX (USA),USA,T-8120N,,,,,,,0
Daytona USA (USA),USA,51037,,,,,,,0
"Daytona USA 2001 (Europe) (En,Fr,De,Es)",Europe,MK-51037-50,,,,,,,0
Daytona USA 2001 (Japan),Japan,HDR-0106,,,,,,,0
Daytona USA 2001 (Japan) (Taikenban),Japan,673-02290,,,,,,,0
"De La Jet Set Radio (Japan) (En,Ja,Fr,De,Es)",Japan,HDR-0128,,,,,,,0
"De La Jet Set Radio (Japan) (En,Ja,Fr,De,Es)",Japan,HDR-0186,,,,,,,0
Dead or Alive 2 (Europe),Europe,T-8116D-50,,,,,,,0
Dead or Alive 2 (Europe) (Beta),Europe,952-0052-50,,,,,,,0
Dead or Alive 2 (Japan),Japan,T-3602M,,,,,,,0
Dead or Alive 2 (Japan) (Shokai Genteiban),Japan,T-3601M,,,,,,,0
Dead or Alive 2 (Japan) (Taikenban),Japan,610-7913,,,,,,,0
Dead or Alive 2 (USA),USA,T-3601N,,,,,,,0
"Deadly Skies (Europe) (En,Fr,De,Es,It)",Europe,T-9501D-50,,,,,,,0
Death Crimson 2 (Japan),Japan,T-23201M,,,,,,,0
Death Crimson OX (Japan),Japan,T-23202M,,,,,,,0
Death Crimson OX (USA),USA,T-2401N,,,,,,,0
Debug Indie Sampler 1 (UK),,,,,,,,,0
Debug Indie Sampler 2 (UK),,,,,,,,,0
"Deep Fighter (Europe) (En,It) (Disc 1)",Europe,T-17704D-61A,,,,,,,0
"Deep Fighter (Europe) (En,It) (Disc 1)",Europe,T-17704D-61A-0,,,,,,,0
"Deep Fighter (Europe) (En,It) (Disc 2)",Europe,T-17704D-61B,,,,,,,0
"Deep Fighter (Europe) (En,It) (Disc 2)",Europe,T-17704D-61B-1,,,,,,,0
Deep Fighter (France) (Disc 1),France,T-17704D-09A,,,,,,,0
Deep Fighter (France) (Disc 1),France,T-17704D-09A-0,,,,,,,0
Deep Fighter (France) (Disc 2),France,T-17704D-09B,,,,,,,0
Deep Fighter (France) (Disc 2),France,T-17704D-09B-1,,,,,,,0
Deep Fighter (Germany) (Disc 1),Germany,T-17704D-18A,,,,,,,0
Deep Fighter (Germany) (Disc 1),Germany,T-17704D-18A-0,,,,,,,0
Deep Fighter (Germany) (Disc 2),Germany,T-17704D-18B,,,,,,,0
Deep Fighter (Germany) (Disc 2),Germany,T-17704D-18B-1,,,,,,,0
Deep Fighter (USA) (Disc 1),USA,T-17705N,,,,,,,0
Deep Fighter (USA) (Disc 1),USA,T-17705N-0,,,,,,,0
Deep Fighter (USA) (Disc 2),USA,T-17705N,,,,,,,0
Deep Fighter (USA) (Disc 2),USA,T-17705N-1,,,,,,,0
Dejiko no Maibura (Japan),Japan,T-44601M,,,,,,,0
Demolition Racer - No Exit (USA),USA,T-15112N,,,,,,,0
Dengen Tenshi Taisen Mahjong Shangri-La (Japan),Japan,T-40801M,,,,,,,0
Dengen Tenshi Taisen Mahjong Shangri-La (Japan),Japan,T-40803M,,,,,,,0
Dengen Tenshi Taisen Mahjong Shangri-La - Super Premium Movie Disc (Japan),Japan,610-7369,,,,,,,0
Dennou Senki - Virtual-On - Oratorio Tangram (Japan),Japan,HDR-0040,,,,,,,0
Denpa Shounen-teki Kenshou Seikatsu Soft - Nasubi no Heya (Japan),Japan,T-14305M,,,,,,,0
Densha de Go! 2 - Kousoku-hen 3000 Bandai (Japan),Japan,T-1102M,,,,,,,0
Di Gi Charat Fantasy (Japan),Japan,T-46301M,,,,,,,0
Di Gi Charat Fantasy (Japan),Japan,T-46302M,,,,,,,0
Digital Keiba Shinbun - My Trackman (Japan),Japan,T-37001M,,,,,,,0
Dino Crisis (Europe),Europe,T-7019D,,,,,,,0
Dino Crisis (France),France,T-7019D-09,,,,,,,0
Dino Crisis (Germany),Germany,T-7019D-18,,,,,,,0
Dino Crisis (Italy),Italy,T-7019D-13,,,,,,,0
Dino Crisis (Japan),Japan,T-1220M,,,,,,,0
Dino Crisis (Spain),Spain,T-7019D-06,,,,,,,0
Dino Crisis (USA),USA,T-1217N,,,,,,,0
"Disney's 102 Dalmatians - Puppies to the Rescue (Europe) (Fr,De,Es,It)",Europe,T-36813D-50,,,,,,,0
Disney's 102 Dalmatians - Puppies to the Rescue (UK),,T-36813D-05,,,,,,,0
Disney's 102 Dalmatians - Puppies to the Rescue (USA),USA,T-36803N,,,,,,,0
"Disney's Dinosaur (Europe) (En,Fr,De,Es,It)",Europe,T-17718D-50,,,,,,,0
"Disney's Dinosaur (Europe) (En,Fr,De,Es,It) (Beta)",Europe,952-0098-50,,,,,,,0
Disney's Dinosaur (USA),USA,T-17717N,,,,,,,0
Disney's Donald Duck - Goin' Quackers (USA),USA,T-17719N,,,,,,,0
"Disney's Donald Duck - Quack Attack (Europe) (En,Fr,De,Es,It)",Europe,T-17714D-50,,,,,,,0
Disney-Pixar Buzz Lightyear of Star Command (Europe),Europe,T-13005D-05,,,,,,,0
Disney-Pixar Buzz Lightyear of Star Command (USA),USA,T-13007N,,,,,,,0
Disney-Pixar Captain Buzz Lightyear - Star Command (Germany),Germany,T-13005D-18,,,,,,,0
Disney-Pixar Les Aventures de Buzz L'Eclair (France),France,T-13005D-09,,,,,,,0
Disney-Pixar Toy Story 2 - Buzz Lightyear eilt zur Hilfe! (Germany),Germany,T-13003D-18,,,,,,,0
Disney-Pixar Toy Story 2 - Buzz Lightyear to the Rescue! (Europe),Europe,T-13003D-05,,,,,,,0
Disney-Pixar Toy Story 2 - Buzz Lightyear to the Rescue! (USA),USA,T-13003N,,,,,,,0
Disney-Pixar Toy Story 2 - Buzz l'Eclair a la Rescousse ! (France),France,T-13003D-09,,,,,,,0
Doguu Senki - Haou (Japan),Japan,T-9101M,,,,,,,0
Doki Doki Idol Star Seeker Remix (Japan),Japan,T-46701M,,,,,,,0
Doricatch - Celsior (Japan),Japan,T-39214M,,,,,,,0
Doricatch - Estima (Japan),Japan,T-39209M,,,,,,,0
Doricatch - FunCargo (Japan),Japan,T-39206M,,,,,,,0
Doricatch - Gaia (Japan),Japan,T-39201M,,,,,,,0
Doricatch - Hilux Surf (Japan),Japan,T-39203M,,,,,,,0
Doricatch - Land Cruiser 100-Cygnus (Japan),Japan,T-39202M,,,,,,,0
